250.0|2
249.0400390625|2
249.58203125|2
249.25|2
248.872802734375|2
249.540771484375|2
249.2841796875|2
247.962890625|2
250.577880859375|2
249.220947265625|2
247.98388671875|2
249.619140625|2
249.171875|2
248.878662109375|2
249.642822265625|2
250.26123046875|2
249.882080078125|2
249.35986328125|2
249.303955078125|2
248.9951171875|2
250.62109375|2
250.242919921875|2
248.97509765625|2
248.7021484375|2
250.36572265625|2
249.912841796875|2
249.656982421875|2
249.291015625|2
248.904052734375|2
249.6318359375|2
249.3349609375|2
248.94287109375|2
250.59912109375|2
249.238037109375|2
249.021728515625|2
249.666015625|2
249.218017578125|2
247.942138671875|2
249.576171875|2
248.369873046875|2
249.9580078125|2
249.608154296875|2
249.37890625|2
249.0361328125|2
248.632080078125|2
249.31005859375|2
249.0830078125|2
249.57275390625|2
249.29296875|2
249.094970703125|2
249.69189453125|2
248.42822265625|2
248.98291015625|2
250.653076171875|2
249.39111328125|2
248.046875|2
248.635986328125|2
249.287841796875|2
249.110107421875|2
249.745849609375|2
249.34619140625|2
249.0009765625|2
248.7578125|2
250.31591796875|2
249.008056640625|2
248.541015625|2
249.438720703125|2
250.070068359375|2
249.655029296875|2
249.35205078125|2
249.10400390625|2
249.755859375|2
249.322998046875|2
248.991943359375|2
249.75390625|2
248.44091796875|2
250.02490234375|2
248.665771484375|2
249.43603515625|2
250.093017578125|2
248.653076171875|2
249.343017578125|2
249.0810546875|2
247.7861328125|2
249.375|2
249.03076171875|2
248.7578125|2
248.473876953125|2
250.046875|2
248.725830078125|2
249.444091796875|2
248.126953125|2
248.73388671875|2
249.364013671875|2
249.14697265625|2
247.81494140625|2
249.337890625|2
249.069091796875|2
248.843017578125|2
250.489990234375|2
250.048095703125|2
248.744140625|2
249.459716796875|2
249.165771484375|2
249.69384765625|2
248.52783203125|2
250.157958984375|2
248.829833984375|2
249.383056640625|2
250.054931640625|2
247.803955078125|2
249.405029296875|2
248.10107421875|2
248.720947265625|2
249.444091796875|2
248.14892578125|2
248.625|2
249.43994140625|2
249.156982421875|2
248.876220703125|2
249.31591796875|2
249.123779296875|2
247.661865234375|2
249.52197265625|2
250.114013671875|2
248.805908203125|2
249.510986328125|2
249.192138671875|2
248.803955078125|2
250.463134765625|2
248.240966796875|2
248.890869140625|2
249.4541015625|2
249.1259765625|2
248.85595703125|2
249.5361328125|2
249.148193359375|2
248.81787109375|2
249.57080078125|2
250.240234375|2
249.830078125|2
249.492919921875|2
248.240966796875|2
248.81396484375|2
249.5|2
250.129150390625|2
248.843017578125|2
250.484130859375|2
249.23779296875|2
248.8388671875|2
248.47900390625|2
249.145751953125|2
247.914794921875|2
250.494140625|2
248.218994140625|2
249.813232421875|2
249.590087890625|2
249.179931640625|2
248.836181640625|2
249.61376953125|2
249.280029296875|2
248.784912109375|2
249.580078125|2
249.31005859375|2
249.910888671875|2
249.49609375|2
249.098876953125|2
248.824951171875|2
248.485107421875|2
249.186767578125|2
248.864990234375|2
249.540771484375|2
249.330078125|2
249.84814453125|2
249.608154296875|2
